ligand_id,smiles,source,mol_weight,heavy_atoms,logp,hbd,hba,tpsa
CHEMBL43734,CNC(=O)CCCCCc1cccc2cncn12,ChEMBL37_chemreps,245.326,18,2.183,1,3,46.4
CHEMBL43735,CC(C)C[C@H](NC(CCCc1ccccc1)C(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,ChEMBL37_chemreps,493.604,36,3.76,5,4,131.52
CHEMBL43822,[O-]c1c(Sc2ccc(Cl)cc2)sc2cccc[n+]12,ChEMBL37_chemreps,293.8,18,3.365,0,3,27.16
CHEMBL43738,CCCCCCCCCCCC1OCC(C2OC(=O)C(O)=C2OCC(C)=O)O1,ChEMBL37_chemreps,398.496,28,3.949,1,7,91.29
CHEMBL43740,COc1cc(/C=C/c2ccc(OC)cc2F)cc(OC)c1,ChEMBL37_chemreps,288.318,21,4.022,0,3,27.69
CHEMBL43741,COc1cc(/C=C/c2cc(OC)c(OC)c(OC)c2)cc(OC)c1,ChEMBL37_chemreps,330.38,24,3.9,0,5,46.15
CHEMBL43742,C[C@H](O)[C@@H](CCCCCc1ccccc1)n1cnc2c(N)ncnc21,ChEMBL37_chemreps,339.443,25,3.134,2,6,89.85
CHEMBL43743,CCN(CC)CC#CCCC1(C(C)(O)c2ccccc2)SCCCS1,ChEMBL37_chemreps,377.619,25,4.586,1,4,23.47
CHEMBL43745,COC(=O)CCc1cc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc(CCc2cccnc2)c1,ChEMBL37_chemreps,487.021,33,4.147,1,5,85.36
CHEMBL43747,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-c3ccncc3)nc21,ChEMBL37_chemreps,313.288,23,2.316,1,5,85.08
CHEMBL43749,COC(=O)C1(c2ccccc2)CCN(CCCNC(=O)Cc2ccc([N+](=O)[O-])cc2)CC1,ChEMBL37_chemreps,439.512,32,2.85,1,6,101.78
CHEMBL43661,CN(C)CCN1C(=O)[C@@H](CC(=O)NCc2cccc3ccccc23)S[C@@H]1c1ccc(Cl)cc1Cl,ChEMBL37_chemreps,516.494,34,5.357,1,4,52.65
CHEMBL43664,COc1ccc(-c2ccc(CCC(=O)O)n2-c2ccc(C(C)=O)cc2)cc1,ChEMBL37_chemreps,363.413,27,4.373,1,4,68.53
CHEMBL43750,Nn1c2ccc(F)cc2c2c3c(c4c5cc(F)ccc5sc4c21)C(=O)NC3=O,ChEMBL37_chemreps,393.374,28,4.038,2,5,77.12
CHEMBL43751,O=C(NC(=O)c1ccccc1)Nc1cccc(C2CN3CCSC3=N2)c1,ChEMBL37_chemreps,366.446,26,3.108,2,5,73.8
CHEMBL43667,COc1ccc(S(=O)(=O)C(CC(=O)NO)C(C)c2ccccc2)cc1,ChEMBL37_chemreps,363.435,25,2.537,2,5,92.7
CHEMBL43668,C[N+]1(CC#CCN2CCCC2=O)CCCC1,ChEMBL37_chemreps,221.324,16,0.853,0,1,20.31
CHEMBL43669,CC1CCC(=O)N1CC#CCN(C)CCCBr,ChEMBL37_chemreps,301.228,17,1.718,0,2,23.55
CHEMBL43670,COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccsc2)N1,ChEMBL37_chemreps,312.394,22,3.006,2,4,54.12
CHEMBL43755,CN(C)S(=O)(=O)c1ccc(-n2c(CCC(=O)O)ccc2-c2ccc(F)cc2)cc1,ChEMBL37_chemreps,416.474,29,3.551,1,4,79.61
CHEMBL43757,OC(CNc1ccc(Br)cc1)CON=C(C1CC1)C1CC1,ChEMBL37_chemreps,353.26,21,3.415,2,4,53.85
CHEMBL43672,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(F)c2)cc1,ChEMBL37_chemreps,385.342,26,3.345,1,4,77.98
CHEMBL43675,CCCCCNC(=O)Nc1c(C)cccc1OCC(O)Cn1cnc(-c2ccccc2)c1C,ChEMBL37_chemreps,450.583,33,4.919,3,5,88.41
CHEMBL43678,CN(C)CCOc1ccc(-c2cccc(N)n2)c2c1CCC2,ChEMBL37_chemreps,297.402,22,2.76,1,4,51.38
CHEMBL43682,O=C(NC[C@@H]1Cc2ccccc2CN1C(=S)NC[C@H]1CCCN1Cc1ccccn1)Nc1ccccc1,ChEMBL37_chemreps,514.699,37,4.169,3,4,72.53
CHEMBL43683,Cc1ncc2c(n1)-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,ChEMBL37_chemreps,354.24,24,5.11,0,3,38.14
CHEMBL43766,CCCCC[C@@H](O)/C=C/[C@H]1CCC(=O)N1CCCCCCC(=O)O,ChEMBL37_chemreps,339.476,24,3.51,2,3,77.84
CHEMBL43687,CCCNc1nc(N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)nc(OC)n1,ChEMBL37_chemreps,520.377,35,3.764,4,9,151.25
CHEMBL43689,N#C/C(=C\c1ccc(O)cc1)c1ccccn1,ChEMBL37_chemreps,222.247,17,2.851,1,3,56.91
CHEMBL43772,O=C(O)CCn1cc(Cc2ccc(F)cc2)c2cc(NS(=O)(=O)c3ccc(Cl)cc3)ccc21,ChEMBL37_chemreps,486.952,33,5.3,2,4,88.4
CHEMBL43691,N=C(N)c1ccc2[nH]c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1,ChEMBL37_chemreps,403.489,31,5.984,3,3,81.79
CHEMBL43692,CC(C)CC(CP(=O)(O)CNC(=O)OCc1ccccc1)C(N)=O,ChEMBL37_chemreps,356.359,24,2.288,3,4,118.72
CHEMBL43693,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(NC(N)=O)C3)nc21,ChEMBL37_chemreps,363.349,26,0.501,3,6,130.55
CHEMBL41473,O=C(Cc1cc[n+]([O-])cc1)N1CCC(C2c3ccc(Cl)cc3C=Cc3cc(Br)cnc32)CC1,ChEMBL37_chemreps,524.846,33,5.228,0,3,60.14
CHEMBL41474,CC(C)NC[C@H](O)COc1ccccc1OCCCOc1ccccc1OC[C@@H](O)CNC(C)C,ChEMBL37_chemreps,490.641,35,3.01,4,8,101.44
CHEMBL41475,CC(C)/C(=N\C(=N\c1ccccc1)N1CCOCC1)N(C)C,ChEMBL37_chemreps,302.422,22,2.622,0,2,40.43
CHEMBL3309635,Nc1ccc2nc(NCCCN3CCOCC3)oc2c1,ChEMBL37_chemreps,276.34,20,1.544,2,6,76.55
CHEMBL3309636,CN1CCN(CCCNc2nc3ccc(N)cc3o2)CC1,ChEMBL37_chemreps,289.383,21,1.459,2,6,70.56
CHEMBL41396,COc1cccc2c1CC[C@H]1CN(CCn3c(=O)[nH]c4c(sc5c(Cl)cccc54)c3=O)C[C@@H]21,ChEMBL37_chemreps,482.005,33,4.228,1,6,67.33
CHEMBL41397,CCCCNc1ncnc2c1cnn2/C=C\c1ccccc1,ChEMBL37_chemreps,293.374,22,3.666,1,5,55.63
CHEMBL41317,CCCCCCc1ccc2c(c1O)C(=O)c1c(O)cccc1C2=O,ChEMBL37_chemreps,324.376,24,3.996,2,4,74.6
CHEMBL41320,CC[C@]1(C(=O)NC(C)COc2ccccc2)C(C)C1(Cl)Cl,ChEMBL37_chemreps,330.255,21,3.79,1,2,38.33
CHEMBL41321,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OCc1cc(C)no1,ChEMBL37_chemreps,380.876,26,2.869,2,6,93.62
CHEMBL41401,Cc1nc(O)nc(O)c1/C=C/C(=O)NC(CO)Cc1ccc(Br)cc1,ChEMBL37_chemreps,408.252,25,1.692,4,6,115.57
CHEMBL41239,CCC1C[C@H](N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,ChEMBL37_chemreps,431.414,31,3.422,2,5,88.56
CHEMBL41241,CNc1cc(NC(=O)OC)ccc1Nc1c2ccccc2nc2c(C)cccc12,ChEMBL37_chemreps,386.455,29,5.66,3,5,75.28
CHEMBL41322,CCCCCCCCCCCCCCCC[S+]([O-])CCC(=O)NC(CO)(CO)CO,ChEMBL37_chemreps,449.698,30,3.438,4,5,112.85
CHEMBL41323,NC(=O)c1cn(CCO)c2cc(-c3ccncc3)ccc2c1=O,ChEMBL37_chemreps,309.325,23,1.155,2,5,98.21
CHEMBL41243,COCC1CN(c2ccccc2)N(C)C1=O,ChEMBL37_chemreps,220.272,16,1.143,0,3,32.78
CHEMBL41244,CNc1cc(NC(=O)OC)ccc1Nc1c2ccccc2nc2ccc(C)cc12,ChEMBL37_chemreps,386.455,29,5.66,3,5,75.28
CHEMBL41245,CC(C)(C)NC(=O)NC[C@@H]1Cc2ccccc2CN1C(=S)NC[C@H]1CCCN1,ChEMBL37_chemreps,403.596,28,2.138,4,3,68.43
CHEMBL41246,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccccc3O[C@@H]1CS2,ChEMBL37_chemreps,328.389,23,3.537,0,5,44.76
CHEMBL41165,CC1CCN(c2ccccc2C(=O)c2ccccc2)CC1,ChEMBL37_chemreps,279.383,21,4.154,0,2,20.31
CHEMBL41249,CSc1cn(-c2cc(C)c3nc(O)ccc3c2)c(C)n1,ChEMBL37_chemreps,285.372,20,3.465,1,5,50.94
CHEMBL41250,CCOP(=O)(OCC)C(N)C1CC1,ChEMBL37_chemreps,207.21,13,1.947,1,4,61.55
CHEMBL43819,CN1CCCC(c2c(-c3ccccc3)[nH]c3ccccc23)C1,ChEMBL37_chemreps,290.41,22,4.644,1,1,19.03
CHEMBL42500,O=C(NC(=O)c1ccccc1[N+](=O)[O-])Nc1cccc(C2CN3CCSC3=N2)c1,ChEMBL37_chemreps,411.443,29,3.016,2,7,116.94
CHEMBL42501,Fc1ccc(CN(C2=NCCN2)c2c(Cl)cccc2Cl)cc1,ChEMBL37_chemreps,338.213,22,4.098,1,3,27.63
CHEMBL42504,Nc1ncc(Cl)nc1C(=O)NC(N)N,ChEMBL37_chemreps,216.632,14,-1.357,4,6,132.94
CHEMBL43824,CC[C@H](CO)NCCN[C@@H](CC)CO,ChEMBL37_chemreps,204.314,14,-0.293,4,4,64.52
CHEMBL42506,Cc1ccc(O)c(C(=O)NCCCN2CCC[C@@H]3CCCC[C@H]32)c1,ChEMBL37_chemreps,330.472,24,3.475,2,3,52.57
CHEMBL42507,N#Cc1cccc(NC(=O)NCCCN2CCC(Cc3ccc(F)cc3)C2)c1,ChEMBL37_chemreps,380.467,28,3.774,2,3,68.16
CHEMBL43827,COC(=O)Nc1c(OCCN2CCCCC2)c(OC)c2occc2c1OC,ChEMBL37_chemreps,378.425,27,3.493,1,7,82.4
CHEMBL43828,Cc1nc(C)c(-c2ccnc(N(C)C)n2)s1,ChEMBL37_chemreps,234.328,16,2.283,0,5,41.91
CHEMBL43829,O=C(O)/C=C/C(=O)c1ccc(-c2ccccc2)cc1,ChEMBL37_chemreps,252.269,19,3.177,1,2,54.37
CHEMBL43831,CCOC(Cn1ccc(=O)n2nc(-c3ccccc3)cc12)OCC,ChEMBL37_chemreps,327.384,24,2.562,0,6,57.76
CHEMBL43832,CN1C(=O)CCC2(C)C3CCC4(C)C(CC[C@@H]4C(N)=O)C3CCC12,ChEMBL37_chemreps,332.488,24,2.951,1,2,63.4
CHEMBL43833,CCC1=C(C(C)C)/C(=C/C(C)=C\C=C/C(C)=C/C(=O)O)CCC1,ChEMBL37_chemreps,314.469,23,5.993,1,1,37.3
CHEMBL42427,COc1cc(OC)cc(C(=O)Nc2ccc(OC)cc2OC)c1,ChEMBL37_chemreps,317.341,23,2.973,1,5,66.02
CHEMBL42428,COc1cc(/C=C/c2cccs2)cc(OC)c1,ChEMBL37_chemreps,246.331,17,3.936,0,3,18.46
CHEMBL42429,OCC1C[C@@H](F)C(n2cnc3c(O)ncnc32)O1,ChEMBL37_chemreps,254.221,18,0.15,2,7,93.29
CHEMBL42430,COc1cc2nc(O)c(O)nc2cc1OC,ChEMBL37_chemreps,222.2,16,1.058,2,6,84.7
CHEMBL42431,CC(=O)OCc1cc(OC(C)=O)c2c(c1)C(=O)c1cccc(OC(C)=O)c1C2=O,ChEMBL37_chemreps,396.351,29,2.376,0,8,113.04
CHEMBL43753,N=C(N)NCCCC(NC(=O)C(c1ccccc1)c1ccccc1)C(=O)N[C@@H](CO)c1ccccc1,ChEMBL37_chemreps,487.604,36,2.416,6,4,140.33
CHEMBL43754,Cc1cc(NS(=O)(=O)c2ccccc2)cc(OCCCCCCN)c1,ChEMBL37_chemreps,362.495,25,3.694,2,4,81.42
CHEMBL43760,CCCCc1ccc(C(=O)COC2=C(O)C(=O)OC2C(O)CO)cc1,ChEMBL37_chemreps,350.367,25,1.277,3,7,113.29
CHEMBL42439,C[C@@H](N/C(=N/C#N)Nc1cccnc1)c1ccccc1,ChEMBL37_chemreps,265.32,20,2.681,2,3,73.1
CHEMBL42440,O=C(O)c1cc2cc(OCCn3ccnc3)ccc2s1,ChEMBL37_chemreps,288.328,20,2.875,1,5,64.35
CHEMBL42442,COC(=O)Nc1nc2cc([S+]([O-])c3ccccc3)ccc2[nH]1,ChEMBL37_chemreps,315.354,22,2.908,2,4,90.07
CHEMBL43761,CCCCCCCCCCCCCCCCC(=O)COC1=C(O)C(=O)OC1C(O)CO,ChEMBL37_chemreps,442.593,31,4.492,3,7,113.29
CHEMBL43762,CCCN1CCOC2c3cc(OC)ccc3CC[C@H]21,ChEMBL37_chemreps,261.365,19,2.793,0,3,21.7
CHEMBL43763,CCc1ccc2c3c(c4ccccc4cc13)C(=O)N(CCN(C)C)C2=O,ChEMBL37_chemreps,346.43,26,3.713,0,3,40.62
CHEMBL43765,Nc1ncnc2c1ncn2C1CC(O)C(/C=N/O)O1,ChEMBL37_chemreps,264.245,19,-0.483,3,9,131.67
CHEMBL43768,O=C(O)CCn1ccc2cc(NS(=O)(=O)c3ccc(F)cc3)ccc21,ChEMBL37_chemreps,362.382,25,3.056,2,4,88.4
CHEMBL43769,CC(C)(C)OC(=O)CN1C(=O)C(NC(=O)c2cc3ccccc3[nH]2)CCCc2ccccc21,ChEMBL37_chemreps,447.535,33,3.978,2,4,91.5
CHEMBL43770,COc1ccc(S(=O)(=O)Nc2ccc3c(c2)c(Cc2ccc(F)cc2)cn3CCC(=O)O)cc1,ChEMBL37_chemreps,482.533,34,4.655,2,5,97.63
CHEMBL43774,COc1ccc(S(=O)(=O)Oc2ccccc2C(=O)Nc2ccccc2C)cc1,ChEMBL37_chemreps,397.452,28,4.024,1,5,81.7
CHEMBL43777,CC(=O)c1ccc(N2CC(CN3CCOCC3)OC2=O)cc1,ChEMBL37_chemreps,304.346,22,1.547,0,5,59.08
CHEMBL42459,CCc1cn([C@H]2C[C@H](O)[C@@H](CNC(=O)C3c4ccccc4S(=O)(=O)c4ccccc43)O2)c(=O)[nH]c1=O,ChEMBL37_chemreps,511.556,36,0.842,3,8,147.56
CHEMBL43781,O=C([N-]c1c(-c2ccccc2)sc2cccc[n+]12)c1ccccc1,ChEMBL37_chemreps,330.412,24,4.999,0,2,35.27
CHEMBL43782,O=C(Nc1ccccc1)c1cc(O)c(O)c(O)c1,ChEMBL37_chemreps,245.234,18,2.056,4,4,89.79
CHEMBL42466,COc1c(Cl)cc2nc(O)c(O)nc2c1[N+](=O)[O-],ChEMBL37_chemreps,271.616,18,1.611,2,7,118.61
CHEMBL42467,Cc1cccc2c1OP(=O)(OCC1C[C@@H](F)C(n3cnc4c(O)ncnc43)O1)OC2,ChEMBL37_chemreps,436.336,30,3.2,1,10,117.82
CHEMBL41569,CC[C@]1(C(=O)NCCOc2ccccc2)C(C)C1(Cl)Cl,ChEMBL37_chemreps,316.228,20,3.402,1,2,38.33
CHEMBL41570,c1ccc2c(c1)Cc1cc(C3(Cn4ccnc4)SCCS3)ccc1-2,ChEMBL37_chemreps,350.512,24,4.787,0,4,17.82
CHEMBL41398,NC(=O)[C@@H]1Cc2ccccc2N1C(=O)CC[C@@H](NC(=O)OCc1ccccc1)C(=O)O,ChEMBL37_chemreps,425.441,31,1.589,3,5,139.03
CHEMBL41399,CCSc1c(Cl)cc2nc(O)c(O)nc2c1[N+](=O)[O-],ChEMBL37_chemreps,301.711,19,2.715,2,7,109.38
CHEMBL41400,Oc1ccc(CCNC2CCc3cc(O)c(O)c(Cl)c3C2)cc1,ChEMBL37_chemreps,333.815,23,3.146,4,4,72.72
CHEMBL41480,OC(CCn1ccnc1)c1ccc2c(c1)Cc1ccccc1-2,ChEMBL37_chemreps,290.366,22,3.578,1,3,38.05
CHEMBL41402,Cc1cc(C)c2c(c1)COP(=O)(OC[C@@H]1C=C[C@H](n3cnc4c(N)ncnc43)O1)O2,ChEMBL37_chemreps,429.373,30,3.213,1,10,123.61
CHEMBL41403,C[C@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)[C@@]1(OC(=O)c1ccoc1)C(=O)CCl,ChEMBL37_chemreps,504.982,35,4.6,1,6,93.81
CHEMBL41404,C=C(C)[C@H]1CC2=C(Cc3ccc4c(c3C2)O[C@@H]2COc3cc(OC)c(OC)cc3[C@H]2C4=O)O1,ChEMBL37_chemreps,446.499,33,4.541,0,6,63.22
CHEMBL41487,OCC1Cc2ccc(Br)cc2CN1,ChEMBL37_chemreps,242.116,13,1.456,2,2,32.26
CHEMBL41324,Cc1ccc(-c2ccc(OCC(CN3C(=O)N(C)C(C)(C)C3=O)N(O)C=O)cc2)cc1,ChEMBL37_chemreps,425.485,31,2.93,1,5,90.39
CHEMBL41325,CCCCCCCC[S+]([O-])CCC(=O)NC(CO)(CO)CO,ChEMBL37_chemreps,337.482,22,0.318,4,5,112.85
CHEMBL41327,CCOP(=O)(OCC)OCN1C(=O)c2c(C(C)C)cc(OC)cc2S1(=O)=O,ChEMBL37_chemreps,421.408,27,3.118,0,8,108.44
CHEMBL41405,C=Cc1csc(Sc2cc3c(cc2NS(C)(=O)=O)COC3=O)n1,ChEMBL37_chemreps,368.461,23,2.979,1,7,85.36
CHEMBL3309889,O=C(COC(=O)C#Cc1ccccc1)NCCC[Te]c1ccccc1,ChEMBL37_chemreps,448.976,25,1.536,1,3,55.4
CHEMBL41328,C[C@@H](NC(=O)C(C#N)C1CC1)[C@@H](Oc1cc(F)ccc1F)c1ccccc1,ChEMBL37_chemreps,370.399,27,4.139,1,3,62.12
CHEMBL41329,CCN1CCN(C2=Nc3cc(C)ccc3Oc3cscc32)CC1,ChEMBL37_chemreps,327.453,23,3.878,0,5,28.07
CHEMBL41331,O=C1C=C(Nc2ccccc2)C(=O)c2scnc21,ChEMBL37_chemreps,256.286,18,2.518,1,5,59.06
CHEMBL41332,COc1ccc2c(c1)CCC1CN(CCn3c(=O)[nH]c4c(sc5ccccc54)c3=O)CC21,ChEMBL37_chemreps,447.56,32,3.575,1,6,67.33
CHEMBL41251,CC(C)C[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(N)=O)[C@@H](C)O,ChEMBL37_chemreps,450.492,32,-0.858,6,6,187.92
CHEMBL41333,CCCCCC(C)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCc1nn[nH]n1,ChEMBL37_chemreps,429.547,29,0.195,5,8,175.98
CHEMBL41334,CC1=CSCC(=O)N1C1C[C@@H](OC(=O)c2ccc(C)cc2)C(COC(=O)c2ccc(C)cc2)O1,ChEMBL37_chemreps,481.57,34,4.238,0,7,82.14
CHEMBL41335,NC(=O)c1cn(-c2cccc(F)c2)c2cc(-c3ccncc3)ccc2c1=O,ChEMBL37_chemreps,359.36,27,3.291,1,4,77.98
CHEMBL42505,O=C(O)c1ccc(OCCCCC2c3ccccc3-c3ccccc32)cc1,ChEMBL37_chemreps,358.437,27,5.746,1,2,46.53
CHEMBL42587,CN(C)C1CCc2cc(Cl)c(O)cc2C1,ChEMBL37_chemreps,225.719,15,2.465,1,2,23.47
CHEMBL42590,CCOC(=S)SCc1c2c(n3c1CCC3)C(=O)C(C)=C(OC)C2=O,ChEMBL37_chemreps,365.476,24,3.288,0,7,57.53
CHEMBL42591,CN(CC#CCN1CCCC1=O)CCBr,ChEMBL37_chemreps,273.174,15,0.939,0,2,23.55
CHEMBL42510,O=C(Cc1nc2ccccc2c(=O)n1-c1ccccc1)c1cccnc1,ChEMBL37_chemreps,341.37,26,3.206,0,5,64.85
CHEMBL42593,COc1ccc2c(c1)c(CN(O)C(N)=O)c(C)n2C(=O)c1ccc(Cl)cc1,ChEMBL37_chemreps,387.823,27,3.57,2,5,97.79
CHEMBL42511,Cc1ccc(O)c(C(=O)NCCCN2C(C(C)C)CC[C@@H]3CCCC[C@@H]32)c1,ChEMBL37_chemreps,372.553,27,4.5,2,3,52.57
CHEMBL42512,Cc1c(O)c(O)cc[n+]1C1OC(CO)C(O)C1O,ChEMBL37_chemreps,258.25,18,-1.695,5,6,114.26
CHEMBL42514,Cc1ccccc1C1(C#N)CCN(CCCNC(=O)C(c2cccc(F)c2)C(C)C)CC1,ChEMBL37_chemreps,435.587,32,4.937,1,3,56.13
CHEMBL42515,CCCCCCCCCCCCCCCC(=O)OC(CO)C1OC(O)=C(O)C1=O,ChEMBL37_chemreps,414.539,29,4.625,3,7,113.29
CHEMBL42432,CC(=O)NC(O)CCOc1ccc(C(=O)N2CCC(N3C(=O)CCc4ccccc43)CC2)cc1,ChEMBL37_chemreps,465.55,34,2.494,2,5,99.18
CHEMBL42516,COC1=C(C)C(=O)c2c(c(CO)c3n2CCCC3O)C1=O,ChEMBL37_chemreps,291.303,21,1.107,2,6,88.76
CHEMBL42517,c1cc(CNCCCCCCNCCSSCCNCCCCCCNCc2ccncc2)ccn1,ChEMBL37_chemreps,532.868,36,5.037,4,8,73.9
CHEMBL42518,O=C1CC(Cc2ccccc2C(F)(F)F)C(=O)N1OS(=O)(=O)/C=C/c1ccccc1,ChEMBL37_chemreps,439.411,30,3.555,0,5,80.75
CHEMBL42435,CCCOc1ccccc1-c1nc(O)c2c(C)csc2n1,ChEMBL37_chemreps,300.383,21,4.161,1,5,55.24
CHEMBL42437,O=C(NC[C@H]1CC[C@H](C(=O)NC2CCc3cc(F)ccc3C2Cc2cccnc2)CC1)c1ccccc1,ChEMBL37_chemreps,499.63,37,5.214,2,3,71.09
CHEMBL42521,COc1ccc(S(=O)(=O)C(CCc2ccccc2)CC(=O)NO)cc1,ChEMBL37_chemreps,363.435,25,2.366,2,5,92.7
CHEMBL42443,CCOc1c(-c2nn[nH]n2)oc2c3cc(OC)ccc3n(-c3ccccc3)c12,ChEMBL37_chemreps,375.388,28,3.964,1,7,90.99
CHEMBL42526,CCOC(=O)[C@H](Cc1ccc(OCC2CO2)cc1)NC(C)=O,ChEMBL37_chemreps,307.346,22,1.075,1,5,77.16
CHEMBL42527,Clc1ccc2c(NCCCNCCCNc3ccnc4cc(Cl)ccc34)ccnc2c1,ChEMBL37_chemreps,454.405,31,5.984,3,5,61.87
CHEMBL42528,O=C([O-])C1=C(Sc2ccccc2)CS(=O)(=O)[C@@H]2/C(=C\c3ccccn3)C(=O)N12,ChEMBL37_chemreps,413.456,28,0.816,0,7,107.47
CHEMBL42448,CCN1CCC[C@H]1CNC(=O)c1c(O)c(CCCF)cc(OC)c1OC,ChEMBL37_chemreps,368.449,26,2.526,2,5,71.03
CHEMBL42449,COc1ccc(S(=O)(=O)C(CCCCc2ccc3c(c2)OCO3)CC(=O)NO)cc1OC,ChEMBL37_chemreps,465.524,32,2.883,2,8,120.39
CHEMBL42450,CC(C)(C)CC(=O)N[C@@H]1C(O)c2cc(C#N)ccc2OC1(C)C,ChEMBL37_chemreps,316.401,23,2.684,2,4,82.35
CHEMBL42451,NCCN(CCNc1ccnc2cc(Cl)ccc12)CCNc1ccnc2cc(Cl)ccc12,ChEMBL37_chemreps,469.42,32,4.875,3,6,79.1
CHEMBL42454,COc1cccc(CC2CCCN(CCCNC(=O)Nc3cccc(C#N)c3)C2)c1,ChEMBL37_chemreps,406.53,30,4.033,2,4,77.39
CHEMBL42457,CN1CCN(c2c(F)c(NCc3ccccc3)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1,ChEMBL37_chemreps,468.504,34,3.677,2,6,77.81
CHEMBL42458,CNc1c(F)c(N2CCN(C)CC2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,ChEMBL37_chemreps,392.406,28,2.106,2,6,77.81
CHEMBL42460,O=C1c2c(O)cccc2Cc2ccc(Cc3ccc(C(F)(F)F)cc3)c(O)c21,ChEMBL37_chemreps,384.353,28,4.843,2,3,57.53
CHEMBL42461,O=C(O)c1sc2cc(Cn3ccnc3)ccc2c1Cl,ChEMBL37_chemreps,292.747,19,3.498,1,4,55.12
CHEMBL42462,Cc1c(C(=O)O)sc2cc(Cn3ccnc3)ccc12,ChEMBL37_chemreps,272.329,19,3.153,1,4,55.12
CHEMBL42463,Cc1ccc2c(c1Br)CCN2C(=O)Nc1cccnc1,ChEMBL37_chemreps,332.201,20,3.747,1,2,45.23
CHEMBL42540,CCCN(CCC)CCCNc1ncc(C)c2c1c1cnccc1n2C,ChEMBL37_chemreps,353.514,26,4.354,1,5,45.98
CHEMBL43695,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1O,ChEMBL37_chemreps,285.775,19,1.699,3,4,78.59
CHEMBL43778,CS(=O)(=O)Nc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(F)c(F)c2)cc1,ChEMBL37_chemreps,417.359,28,4.208,1,4,63.99
CHEMBL41655,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccccc3O[C@@H]1CO2,ChEMBL37_chemreps,312.321,23,2.824,0,5,53.99
CHEMBL41657,COc1ccc(CO)c(O)c1,ChEMBL37_chemreps,154.165,11,0.893,2,3,49.69
CHEMBL41658,Cc1ccc(CNC(=O)CCNC(=O)/C=C/c2c(C)nc(O)nc2O)cc1,ChEMBL37_chemreps,370.409,27,1.341,4,6,124.44
CHEMBL41659,N[C@H](C(=O)O)[C@@H]1C[C@H]1C(=O)O,ChEMBL37_chemreps,159.141,11,-0.881,3,3,100.62
CHEMBL3309637,CN(C)CCNc1nc2ccc(N)cc2o1,ChEMBL37_chemreps,220.276,16,1.383,2,5,67.32
CHEMBL3309638,Nc1ccc2nc(NCCN3CCCCC3)oc2c1,ChEMBL37_chemreps,260.341,19,2.308,2,5,67.32
CHEMBL41483,CNc1cc(NC(=O)OC)ccc1Nc1c2ccccc2nc2cc(C)ccc12,ChEMBL37_chemreps,386.455,29,5.66,3,5,75.28
CHEMBL41484,O=C(CCn1ccnc1)c1ccc2c(c1)Cc1ccccc1-2,ChEMBL37_chemreps,288.35,22,3.727,0,3,34.89
CHEMBL41485,N#Cc1ccc(-c2ccc(OCC(COc3ccccc3)N(O)C=O)cc2)cc1,ChEMBL37_chemreps,388.423,29,3.899,1,5,82.79
CHEMBL41573,COCCC1C(=O)NN(c2ccccc2)C1(C)C,ChEMBL37_chemreps,248.326,18,1.969,1,3,41.57
CHEMBL1163556,CC(C)c1c(Cc2ccccc2)n(COCCCc2ccc(C(=O)/C=C(\O)C(=O)O)cc2)c(=O)[nH]c1=O,ChEMBL37_chemreps,506.555,37,3.567,3,7,138.69
CHEMBL41490,Brc1cnc2ccccc2c1,ChEMBL37_chemreps,208.058,11,2.997,0,1,12.89
CHEMBL41491,CCCN(CCC)C1COc2c(cccc2-c2ccccc2OC)C1,ChEMBL37_chemreps,339.479,25,4.788,0,3,21.7
CHEMBL3309812,O=C(/C=C/c1ccc(O)c(O)c1)N1CCN(c2ccc(F)cc2)CC1,ChEMBL37_chemreps,342.37,25,2.599,2,4,64.01
CHEMBL41407,CC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,ChEMBL37_chemreps,427.407,31,2.636,1,5,82.85
